title,authors,journal,doi,pub_date,times_cited,abstract
Nutritional composition of the diet of the gorilla (Gorilla beringei): a comparison between two montane habitats,"['Rothman, JM', 'Plumptre, AJ', 'Dierenfeld, ES', 'Pell, AN']",JOURNAL OF TROPICAL ECOLOGY,10.1017/S0266467407004555,NOV 2007,36,"The mountain gorilla (Gorilla beringei beringei) lives in two geographically separated populations, Bwindi Impenetrable National Park, Uganda and in three national parks spanning the Virunga mountain region in Rwanda, Democratic Republic of Congo, and Uganda. The altitude, climate and plant composition of these habitats differ. Our goal was to compare the diets of gorillas living in each of these habitats. The nutrients in staple foods and in the diets of individuals in a group of gorillas in Bwindi (N = 12 individuals) and a group in the Virungas (N = 7 individuals) were compared to determine if differences in dietary composition affected concentrations of nutrients in their diets. At both sites gorilla diets consisted primarily of herbaceous leaves, but the diet of Bwindi gorillas contained more tree leaves, fruit, pith and dry wood, and fewer stems. Despite differences in habitat and dietary composition, the nutrient concentrations in both gorilla diets were remarkably similar. On a dry matter basis, the diets and staple foods of Bwindi and Virunga gorillas contained similar concentrations of crude protein (CP), fibre (NDF) and non-structural carbohydrates (TNC). Bwindi gorillas ate diets containing 18%, CP, 430% NDF and 19% TNC on a dry-matter basis, while the diets of the Virunga gorillas contained 17% CP, 41% NDF and 181% TNC. Our results demonstrate that gorillas consume diets that differ by plant species and part, but contain similar concentrations of nutrients. This suggests that classifying animals by broad dietary strategy (e.g. frugivory and folivory) does not provide a reliable indicator of the nutritional quality of their diet, and that our previous assumptions about these categories should be re-evaluated."
Comparative ocular anatomy of the western lowland gorilla,"['Knapp, S', 'McCulley, JP', 'Alvarado, TP', 'Hogan, RN']",VETERINARY OPHTHALMOLOGY,10.1111/j.1463-5224.2007.00568.x,NOV-DEC 2007,4,"Objective To examine the lowland gorilla (Gorilla gorilla gorilla) eye and determine similarities to and differences between the mountain gorilla (Gorilla gorilla, beringei) and the human eye. In addition, we compare our findings of G. g. gorilla to previous reports on the eye of this subspecies.

Procedures A 13-year-old deceased male lowland gorilla and a 34-year-old deceased female lowland gorilla were included in the study. Gross and microscopic examinations of the formalin-fixed right eyeball of each gorilla were carried out.

Results Globe dimensions of G. g. gorilla were similar to G. g. beringei and to humans. The limbal conjunctival epithelium and the choroid were densely pigmented. However, the distribution of the conjunctival pigment ring was different to that of G. g. beringei and the melanocytes of the choroid were unusually round. There were deep crypts in the anterior border layer of the iris, and the epithelium of the pars plana was uniquely irregular. Vertical corneal diameter was observed to be equal or greater than horizontal diameter in G. g. gorilla, which is in contrast to humans and to previous findings for G. g. beringei. Corneal thickness was closer to that of humans than to G. g. beringei. Posterior lens capsule thickness was noticeably greater than that of humans.

Conclusions Although some variation between the ocular anatomy of G. g. gorilla and G. g. beringei does exist, the gross and microscopic findings closely resemble each other in these two subspecies. In addition, the eye of Gorilla appears remarkably similar to the human eye. However, comparison of measurements with those in humans is somewhat limited because formalin-fixation can introduce tissue shrinkage and artifact."
More going ape - Psychosocial interventions?,"['Baillie, DWH']",BRITISH MEDICAL JOURNAL,10.1136/bmj.39360.457743.BE,OCT 13 2007,0,NA
Functional evidence for differences in sperm competition in humans and chimpanzees,"['Anderson, MJ', 'Chapman, SJ', 'Videan, EN', 'Evans, E', 'Fritz, J', 'Stoinski, TS', 'Dixson, AF', 'Gagneux, P']",AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,10.1002/ajpa.20674,OCT 2007,20,"more males compete for opportunities to fertilize a given set of ova. Previous studies have demonstrated that certain morphological characteristics are affected by sperm competition intensity (e.g. relative testes size and sperm midpiece volume). This study examined whether aspects of sperm energetics may also be affected by sexual selection. We compared the membrane potential of mitochondria in live sperm between H. sapiens (single partner mating system) and R troglodytes (multiple partner mating system). Flow cytometry of sperm stained with the carbocyanine fluorescent dye JC-1 (an assay for mitochondrial membrane potential) revealed marked differences in red fluorescence intensity. R troglodytes sperm showed significantly higher mitochondrial membrane potential. Mitochondria provide a substantial part of the energy required for sperm motility. A higher mitochondrial loading may therefore be associated with enhanced sperm motility and/or longevity. Additionally, examination of JC-1 red fluorescence levels before and after in vitro capacitation revealed further differences. Whereas chimpanzee sperm showed maintenance of membrane potential after capacitation (in some cases even an increase), sperm from humans consistently showed reduction in membrane potential. These results indicate that the sperm of human beings and chimpanzees exhibit marked differences in mitochondrial function, which are affected by selection pressures relating to sperm competition and that these pressures differ significantly between humans and chimpanzees."
Dog-logic: inferential reasoning in a two-way choice task and its restricted use,"['Erdohegyi, A', 'Topal, J', 'Viranyi, Z', 'Miklosi, A']",ANIMAL BEHAVIOUR,10.1016/j.anbehav.2007.03.004,OCT 2007,59,"Three experiments were designed to test whether adult pet dogs are able to show inferential reasoning when searching for their toy in a series of two-way choice tasks. The experimenter placed a toy under one of two identical containers and then provided some information by manipulating the covers: either both containers were lifted or just the empty or baited one. There were other trials when the experimenter not only revealed the corresponding container but manipulated also the other one without showing its content. In the second experiment the same conditions were used except that the content of the containers was revealed by strings without any human manipulation. Results of the two studies show that dogs are able to use inferential reasoning by exclusion (i.e. they can find the hidden toy if they have seen where the toy was missing). However, dogs were able to solve the reasoning task only when they could not rely on social-communicative cues ( directional gesture and gaze cues) or could not use any other simple discriminative stimuli ( movement of a container) for making decisions. This suggests that dogs are often prevented from showing reasoning abilities by pre-existing biases for social or movement cues. Results of the third experiment also support the primary importance of social cueing because in another object-choice task, individuals preferred to choose the 'socially marked' container ( touching, gaze alternation) to the remotely moved one when they had no visual information about the location of the toy."
Mental representation of symbols as revealed by vocabulary errors in two bonobos (Pan paniscus),"['Lyn, H']",ANIMAL COGNITION,10.1007/s10071-007-0086-3,OCT 2007,9,"Error analysis has been used in humans to detect implicit representations and categories in language use. The present study utilizes the same technique to report on mental representations and categories in symbol use from two bonobos (Pan paniscus). These bonobos have been shown in published reports to comprehend English at the level of a two-and-a-half year old child and to use a keyboard with over 200 visuographic symbols (lexigrams). In this study, vocabulary test errors from over 10 years of data revealed auditory, visual, and spatio-temporal generalizations (errors were more likely items that looked like sounded like, or were frequently associated with the sample item in space or in time), as well as hierarchical and conceptual categorizations. These error data, like those of humans, are a result of spontaneous responding rather than specific training and do not solely depend upon the sample mode (e.g. auditory similarity errors are not universally more frequent with an English sample, nor were visual similarity errors universally more frequent with a photograph sample). However, unlike humans, these bonobos do not make errors based on syntactical confusions (e.g. confusing semantically unrelated nouns), suggesting that they may not separate syntactical and semantic information. These data suggest that apes spontaneously create a complex, hierarchical, web of representations when exposed to a symbol system."
Apes know that hidden objects can affect the orientation of other objects,"['Call, J']",COGNITION,10.1016/j.cognition.2006.08.004,OCT 2007,19,"Four bonobos, seven gorillas, and six orangutans were presented with two small rectangular boards on a platform. One of the boards had a piece of food under it so that it acquired an inclined orientation whereas the other remained flat on the platform. Subjects preferentially selected the inclined board. In another experiment, subjects were initially presented with two inclined boards and a transformation took place in which one of the boards fell flat to the platform while the other remained inclined. Subjects also preferred the board that remained inclined. Two additional experiments highlighted some of the possible limitations of their reasoning in this task. Presented with two inclined boards, one of which was visibly supported by a piece of wood, they failed to systematically select the unsupported one whose only reason for being inclined was the presence of the reward. Another experiment presented two rewards in each trial (instead of the customary one) in one of the following two combinations: large banana vs. small carrot or small banana vs. large carrot. Prior to the test, E presented both rewards to the subject and then hid each of them under one of the boards so that both boards were differentially inclined due to the different sizes of the rewards involved. Although subjects selected the board that showed a greater inclination (thus securing the larger reward), they disregarded the type of food that was involved. This often meant that they chose the large carrot over the small banana even though they reversed such a choice when the rewards were not occluded by the boards. Providing subjects with a 'reminder' of the type of reward hidden under the boards did not alter the original results. There was no evidence of learning throughout the various experiments and control tests ruled out the possibility of inadvertent cuing by the experimenter, poor performance due to a lack of motivation, or good performance due to a predisposition to select objects with sloped surfaces. It is concluded that subjects made some inferences about the reason for the inclined orientation of the boards, and not simply associated an inclined orientation with the presence of the reward. (c) 2006 Elsevier B.V. All rights reserved."
A new approach to estimate parameters of speciation models with application to apes,"['Becquet, C', 'Przeworski, M']",GENOME RESEARCH,10.1101/gr.6409707,OCT 2007,153,"How populations diverge and give rise to distinct species remains a fundamental question in evolutionary biology, with important implications for a wide range of fields, from conservation genetics to human evolution. A promising approach is to estimate parameters of simple speciation models using polymorphism data from multiple loci. Existing methods, however, make a number of assumptions that severely limit their applicability, notably, no gene flow after the populations split and no intralocus recombination. To overcome these limitations, we developed a new Markov chain Monte Carlo method to estimate parameters of an isolation- migration model. The approach uses summaries of polymorphism data at multiple loci surveyed in a pair of diverging populations or closely related species and, importantly, allows for intralocus recombination. To illustrate its potential, we applied it to extensive polymorphism data from populations and species of apes, whose demographic histories are largely unknown. The isolation- migration model appears to provide a reasonable fit to the data. It suggests that the two chimpanzee species became reproductively isolated in allopatry similar to 850 Kya, while Western and Central chimpanzee populations split similar to 440 Kya but continued to exchange migrants. Similarly, Eastern and Western gorillas and Sumatran and Bornean orangutans appear to have experienced gene flow since their splits similar to 90 and over 250 Kya, respectively."
Spatial memory of domestic dogs (Canis familiaris) for hidden objects in a detour task,"['Fiset, S', 'Beaulieu, C', 'LeBlanc, V', 'Dube, L']",JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL BEHAVIOR PROCESSES,10.1037/0097-7403.33.4.497,OCT 2007,7,"Spatial memory of domestic dogs (Canis familiaris) for hidden objects was investigated via a visible displacement problem of object permanence with a detour paradigm. Experiment 1 showed that dogs were able to spontaneously locate a disappearing object in a detour situation. In Experiments 2 and 3, dead reckoning and allocentric spatial information were put in conflict. Results revealed that dogs simultaneously encoded both sources of information when they had to bypass an obstacle to locate a hidden object. Experiment 3 also revealed that, over the course of testing, dogs gradually learned to rely predominantly on allocentric cues when the detour involved several reorientations. The current study reveals that spatial memory of dogs for hidden objects in a detour task was guided by flexibility in processing spatial information. Dogs could simultaneously encode dead reckoning and allocentric information to locate a disappearing object and used them hierarchically according to the complexity of the detour they encountered in the environment."
Inactivation of MOXD2 and S100A15A by Exon deletion during human evolution,"['Hahn, Y', 'Jeong, S', 'Lee, B']",MOLECULAR BIOLOGY AND EVOLUTION,10.1093/molbev/msm146,OCT 2007,15,"We devised a bioinformatics method for systematic identification of putative human-specific exon-deletion mutations that occurred after the divergence of human and chimpanzee and experimentally verified 2 of the predicted mutations in MOXD2 and S100A15A genes. MOXD2 gene encodes a monooxygenase that is highly conserved in mammals and is mostly expressed in the olfactory epithelium in mouse. The presence of a deletion of the last 2 exons and a polymorphic nonsense mutation in exon 6 suggests that MOXD2 gene is inactive in humans. S100A15A is a member of the S100 family of calcium-binding proteins, the mouse ortholog of which is expressed during epidermal maturation. Human S100A15A gene is likely to be inactive because the start codon-bearing exon is deleted in human. We propose that modification or inactivation of MOXD2 and S100A15A genes have contributed to the loss of certain smell sense in humans and to the development of human skin."
"Great apes in the Lake Tumba landscape, Democratic Republic of Congo: newly described populations","['Inogwabini, BI', 'Matungila, B', 'Mbende, L', 'Abokome, M', 'Tshimanga, TW']",ORYX,10.1017/S0030605307414120,OCT 2007,6,"Over 8 months we surveyed the Lake Tumba landscape, Democratic Republic of Congo, walking 86 kin of transects and 324 kin of reconnaissance, to document the distribution and estimate the abundance of great apes. Five separate groups of bonobo Pan paniscus were located in the areas of Bolombo-Losombo, Mbala-Donkese, Ngombe-Botuali, Botuali-Ilombe, and Mompulenge-Mbanzi-Malebo-Nguomi, and one population of chimpanzees Pan troglodytes in the Bosobele-Lubengo area. Mean bonobo densities ranged from 0.27 individuals km(-2) in the vicinity of Lake Tumba to 2.2 individuals km(-2) in the Malebo-Nguomi area. In the latter they appear to be living at a higher density than reported for any other site. This may be due to the area's forest-savannah mosaic habitat, which may provide year-round fruit sources, with bonobos falling back on savannah fruits when forest resources are scarce. The bonobos of the Bolombo-Losombo area and the Bosobele-Lubengo chimpanzees have low relative abundances and live in marginal habitats of islands of terra firma within inundated forests."
Maintenance of imprinting and nuclear architecture in cycling cells,"['Teller, K', 'Solovei, I', 'Buiting, K', 'Horsthemke, B', 'Cremer, T']",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,10.1073/pnas.0704285104,SEP 18 2007,29,"Dynamic gene repositioning has emerged as an additional level of epigenetic gene regulation. An early example was the report of a transient, spatial convergence (<= 2 mu m) of oppositely imprinted regions (""kissing""), including the Angelman syndrome/Prader-Willi syndrome (AS/PWS) locus and the Beckwith-Wiedemann syndrome locus in human lymphocytes during late S phase. It was argued that kissing is required for maintaining opposite imprints in cycling cells. Employing 3D-FISH with a BAC contig covering the AS/PWS region, light optical, serial sectioning, and quantitative 3D-image analysis, we observed that both loci always retained a compact structure and did not form giant loops. Three-dimensional distances measured among various, homologous AS/PWS segments in 393 human lymphocytes, 132 human fibroblasts, and 129 lymphoblastoid cells from Gorilla gorilla revealed a wide range of distances at any stage of interphase and in Go. At late S phase, 4% of nuclei showed distances <= 2 mu m, 49% showed distances > 6 mu m, and 18% even showed distances > 8 mu m. A similar distance variability was found for Homo sapiens (HSA) 15 centromeres in a PWS patient with a deletion of the maternal AS/PWS locus and for the Beckwith-Wiedemann syndrome loci in human lymphocytes. A transient kiss during late S phase between loci widely separated at other stages of the cell cycle seems incompatible with known global constraints of chromatin movements in cycling cells. Further experiments suggest that the previously observed convergence of AS/PWS loci during late S phase was most likely a side effect of the convergence of nucleolus organizer region-bearing acrocentric human chromosomes, including HSA 15."
Conservation - Scientists say Ebola has pushed western gorillas to the brink,"['Vogel, G']",SCIENCE,10.1126/science.317.5844.1484,SEP 14 2007,8,NA
Gorillas on the list,"['Hopkin, M']",NATURE,10.1038/449127a,SEP 13 2007,5,NA
