title,authors,journal,doi,pub_date,times_cited,abstract
"Parasite prevalence, abundance, and diversity in a semi-free-ranging colony of Mandrillus sphinx","['Setchell, JM', 'Bedjabaga, IB', 'Goossens, B', 'Reed, P', 'Wickings, EJ', 'Knapp, LA']",INTERNATIONAL JOURNAL OF PRIMATOLOGY,10.1007/s10764-007-9225-6,DEC 2007,12,"We examined parasite prevalence, abundance of protozoan cysts and helminth eggs in the feces, and number of parasitic taxa in a population of mandrills (Mandrillus sphinx) in semi-free-ranging conditions in their habitat range, with respect to the annual cycle, sex, age, dominance rank, and female reproductive status. We identified 3 taxa of amebic protozoa (Entamoeba coli, E. histolytica/dispar complex, and Endolimax nana), 1 ciliate protozoa (Balantidium coli), and various nematodes. Prevalence ranged from 1 observation in 874 samples for Trichuris and Mammomonogamus (nematodes) to 100% for Entamoeba coli and Endolimax nana. Daily observation, consistency of fecal samples, and periodic veterinary examination indicated that the mandrills were all healthy, suggesting that the presence of intestinal parasites in the provisioned population is well tolerated. Parasite prevalence, abundance in the feces, and number of taxa varied significantly across the annual cycle. Nematode egg prevalence and abundance were lowest during the dry season. We found no sexual difference and no influence of female dominance rank on parasitic infections. Nematode prevalence increased significantly with age in females, but not in males. There was no influence of age on prevalence of other taxa, abundance in the feces, or number of taxa. Abundance of nematode eggs in the feces was higher in pregnant than in lactating or cycling females. However, births are seasonal in the mandrill colony, and pregnant females were present during the months when nematode egg abundance was also higher in males, suggesting that this may be an influence of climatic seasonality in addition to, or instead of, female status."
"Sleeping parties and nest distribution of chimpanzees in the savanna woodland, ugalla, tanzania","['Ogawa, H', 'Idani, G', 'Moore, J', 'Pintea, L', 'Hernandez-Aguilar, A']",INTERNATIONAL JOURNAL OF PRIMATOLOGY,10.1007/s10764-007-9210-0,DEC 2007,27,"We conducted ecological studies of chimpanzees (Pan troglodytes) in the Ugalla area, western Tanzania. Ugalla is one of the driest habitats of chimpanzees and the Ugalla River is the eastern boundary of chimpanzee distribution. Most of Ugalla is occupied by savanna woodlands dominated by deciduous trees of Brachystegia and Julbernardia. Chimpanzees tended not to make nests in riverine forests in plains, but in small patchy forests dominated by Monopetalanthus richardsiae and valley forests dominated by Julbernardia unijugata on slopes in mountainous areas. We estimated population density of chimpanzees to be 7-9x10(-2) individuals/km(2) based on nest censuses, suggesting that 2-3x10(2) individuals inhabited the 3352 km(2) area of Ugalla. The size of the largest nest cluster (n=23) suggests that 1 unit group (community) comprised 30-35 individuals. In the daytime, chimpanzees formed small feeding parties (mean 2.0 individuals), but larger ones in the evening (mean 4.8 individuals and 5.2 individuals based on fresh nest clusters). The pattern might reduce the predation risk from large nocturnal carnivores such as lions and leopards. The sleeping sites may function as both a safe sleeping site and a meeting point for chimpanzees with a huge home range that may have difficulty in finding other members of their unit group."
Relative strength of the tibia and fibula and locomotor behavior in hominoids,"['Marchi, D', 'AUSTRALOPITHECUS-AFARENSIS']",JOURNAL OF HUMAN EVOLUTION,10.1016/j.jhevol.2007.05.007,DEC 2007,15,"The fibula has rarely been considered in comparative morphological studies, probably due to its relatively minor role in carrying mechanical loads. However, some differences in morphology (and inferred function) of the fibula between humans and apes, and within apes, have been noted and related to differences in positional behavior. Therefore, the study of tibiofibular relations may be useful in characterizing such differences. This study examines cross-sectional geometric (CSG) properties (cortical area and polar section modulus, Z(p)) of the tibia and fibula at mid-diaphysis across a sample (n = 87) of humans, chimpanzees, gorillas, orangutans, and gibbons. The fibula is compared against the tibia in the different taxa. The results indicate that the robusticity of the fibula relative to that. of the tibia can be explained in terms of differences in positional behavior. In particular, hominoids that are more arboreal (i.e., gibbons, orangutans, and chimpanzees) possess a relatively more robust fibula than do hominoids that are more terrestrial (i.e., gorillas and humans). The difference appears to be a consequence of the more mobile fibula and more adducted position of the hindlimb necessary in an arboreal environment. Apart from providing the first CSG data on the fibula, these results may be helpful in reconstructing the locomotor behavior of fossil hominoids. (C) 2007 Elsevier Ltd. All rights reserved."
"Age-related differences in the performance, diffusion, and maintenance of stone handling, a behavioral tradition in Japanese macaques","['Leca, JB', 'Gunst, N', 'Huffman, MA']",JOURNAL OF HUMAN EVOLUTION,10.1016/j.jhevol.2007.05.009,DEC 2007,19,"Identifying the sources of behavioral diversity in non-human primates is vital to understanding the evolution of human behavior. Stone handling (SH, hereafter) is a form of object play consisting of the manipulation of stones by performing various behavioral patterns. This behavior is socially transmitted from generation to generation in Japanese macaques (Macaca fuscata), as a behavioral tradition. SH behavior in particular may reflect on the origin and evolution of stone-too] material culture. The objective of this study was to assess how group size, age structure, and age- and sex-related differences may account for the substantial intra- and inter-troop variations in SH reported in ten troops of Japanese macaques. Our results supported the hypothesis that patterns of variation in SH across troops reflected variability in group size and composition in age classes. We found that troop size was correlated with the proportion of troop members exhibiting SH simultaneously. The effect of troop size on the synchronized performance of SH may reveal the contagious nature of play. Our results suggest that the age structure of the group may affect the diffusion of SH. As predicted by the surplus energy hypothesis, a major functional hypothesis about play, intra-group variation in SH reflected more age- than sex-related differences. SH mainly occurred and was more frequent in younger than in older individuals, whereas no significant sex differences were found. SH episodes were shorter, more vigorous, and SH patterns were more diverse and less complex in immature than in mature individuals. The present findings reveal that age-related factors and group size may constrain the performance, diffusion, and maintenance of SH within a troop. Contrary to most other socially transmitted stone-tool using behaviors in non-human primates and early hominids, there is no optimal SH pattern. Provided some form of social learning, the non-adaptive nature of SH may allow particular SH pattern preferences to emerge at the group level. Our findings urge the use of an inter-populational comparative approach based on multivariate analyses when addressing the question of the evolution of behavioral traditions in primate and human populations. (C) 2007 Elsevier Ltd. All rights reserved."
"Isolated lung perfusion, is it time to deal with the 800 pound gorilla?","['Vaporciyan, A']",JOURNAL OF SURGICAL ONCOLOGY,10.1002/jso.20836,DEC 1 2007,0,NA
Extended male growth in a fossil hominin species,"['Lockwood, CA', 'Menter, CG', 'Moggi-Cecchi, J', 'Keyser, AW']",SCIENCE,10.1126/science.1149211,NOV 30 2007,39,"In primates that are highly sexually dimorphic, males often reach maturity later than females, and young adult males do not show the size, morphology, and coloration of mature males. Here we describe extended male development in a hominin species, Paranthropus robustus. Ranking a large sample of facial remains on the basis of dental wear stages reveals a difference in size and robusticity between young adult and old adult males. Combined with estimates of sexual dimorphism, this pattern suggests that male reproductive strategy focused on monopolizing groups of females, in a manner similar to that of silverback gorillas."
Monkey trials and gorilla sermons - Evolution and Christianity from Darwin to intelligent design,"['Dixon, T']",TLS-THE TIMES LITERARY SUPPLEMENT,NA,NOV 16 2007,0,NA
Genetic diversity and phylogeographic clustering of SIVcpzPtt in wild chimpanzees in Cameroon,"['Van Heuverswyn, F', 'Li, Y', 'Bailes, E', 'Neel, C', 'Lafay, B', 'Keele, BF', 'Shaw, KS', 'Takehisa, J', 'Kraus, MH', 'Loul, S', 'Butel, C', 'Liegeois, F', 'Yangda, B', 'Sharp, PM', 'Mpoudi-Ngole, E', 'Delaporte, E', 'Hahn, BH', 'Peeters, M']",VIROLOGY,10.1016/j.virol.2007.06.018,NOV 10 2007,64,"It is now well established that the clade of simian immunodeficiency viruses (SIVs) infecting west central African chimpanzees (Pan troglodytes troglodytes) and western gorillas (Gorilla gorilla gorilla) comprises the progenitors of human immunodeficiency virus type 1 (HIV-1). In this study, we have greatly expanded our previous molecular epidemiological survey of SIVcpz in wild chimpanzees in Cameroon. The new results confirm a wide but uneven distribution of SIVcpzPtt in P. t. troglodytes throughout southern Cameroon and indicate the absence of SIVcpz infection in Pan troglodytes vellerosus. Analyzing 725 fecal samples from 15 field sites, we obtained partial nucleotide sequences from 16 new SlVcpzPtt strains and determined full-length sequences for two of these. Phylogenetic analyses of these new viruses confirmed the previously reported phylogeographic clustering of SIVcpzPtt lineages, with viruses related to the ancestors of HIV-1 groups M and N circulating exclusively in southeastern and south central P. t. troglodytes communities, respectively. Importantly, the SIVcpzPtt strains from the southeastern corner of Cameroon represent a relatively isolated clade indicating a defined geographic origin of the chimpanzee precursor of HIV-1 group M. Since contacts between humans and apes continue, the possibility of ongoing transmissions of SIV from chimpanzees (or gorillas) to humans has to be considered. In this context, our finding of distinct SIVcpzPtt envelope V3 sequence clades suggests that these peptides may be useful for the serological differentiation of SIVcpzPtt and HIV-1 infections, and thus the diagnosis of new cross-species transmissions if they occurred. (C) 2007 Elsevier Inc. All rights reserved."
Using photogrammetry and color scoring to assess sexual dimorphism in wild Western Gorillas (Gorilla gorilla),"['Breuer, T', 'Robbins, MM', 'Boesch, C']",AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,10.1002/ajpa.20678,NOV 2007,25,"Investigating sexual dimorphism is important for our understanding of its influence on reproductive strategies including male-male competition, mate choice, and sexual conflict. Measuring physical traits in wild animals can be logistically challenging and disruptive for the animals. Therefore body size and ornament variation in wild primates have rarely been quantified. Gorillas are amongst the most sexually dimorphic and dichromatic primates. Adult males (silverbacks) possess a prominent sagittal crest, a pad of fibrous and fatty tissue on top of the head, have red crest coloration, their saddle appears silver, and they possess a silverline along their stomach. Here we measure levels of sexual dimorphism and within male variation of body length, head size, and sexual dichromatism in a population of wild western gorillas using photogrammetry. Digital photogrammetry is a useful and precise method to measure sexual dimorphism in physical traits yielding sexual dimorphism indices (ISD), similar to those derived from traditional measurements of skeletal remains. Silverbacks were on an average 1.23 times longer in body length than adult females. Sexual dimorphism of head size was highest in measures of crest size (max ISD: 60.4) compared with measures of facial height (max ISD: 24.7). The most sexually dimorphic head size measures also showed the highest within-sex variation. We found no clear sex differences in crest coloration but there was large sexual dichromatism with high within male variation in saddle coloration and silverline size. Further studies should examine if these sexually dimorphic traits are honest signals of competitive ability and confer an advantage in reproductive success."
A comparative volumetric analysis of the amygdaloid complex and basolateral division in the human and ape brain,"['Barger, N', 'Stefanacci, L', 'Semendeferi, K']",AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,10.1002/ajpa.20684,NOV 2007,26,"The amygdaloid complex functions to facilitate effective appraisal of the social environment and is an essential component of the neural systems subserving social behavior. Despite its critical role in mediating social interaction, the amygdaloid complex has not attracted the same attention as the isocortex in most evolutionary analyses. We performed a comparative analysis of the amygdaloid complex in the hominoids to address the lack of comparative information available for this structure in the hominoid brain. We demarcated the amygdaloid complex and the three nuclei constituting its basolateral division, the lateral, basal, and accessory basal nuclei, in 12 histological series representing all six hominoid species. The volumes obtained for these areas were subjected to allometric analyses to determine whether any species deviated from expected values based on the other hominoids. Differences between groups were addressed using nonparametric comparisons of means. The human lateral nucleus was larger than predicted for an ape of human brain size and occupied the majority of the basolateral division, whereas the basal nucleus was the largest of the basolateral nuclei in all ape species. In orangutans the amygdala and basolateral division were smaller than in the African apes. while the gorilla had a smaller than predicted lateral nucleus, its basal and accessory basal nuclei were larger than predicted. These differences may reflect volumetric changes occurring in interconnected cortical areas, specifically the temporal lobe and orbitofrontal cortex, which also subserve social behavior and cognition, suggesting that this system may be acted upon in hominoid and hominid evolution."
Tool use during display behavior in wild Cross River gorillas,"['Wittiger, L', 'Sunderland-Groves, JL']",AMERICAN JOURNAL OF PRIMATOLOGY,10.1002/ajp.20436,NOV 2007,10,"During the course of a 3-year ecological study on Cross River gorillas (Gorilla gorilla diehli) at the Kagwene Mountain in Cameroon, we observed three cases of tool use which may be unique to the gorillas of this region and possibly learned through interactions with humans. A non-habituated group of Cross River gorillas threw fistfuls of grass toward humans in display contexts. An individual gorilla was also observed to throw a detached branch toward researchers during another encounter. The third encounter occurred between the focal group and a local man, in which the man threw stones at the gorillas and they reacted by throwing fistfuls of grass back at him. We describe these observations and speculate that this sub-population of gorillas developed this display behavior as a response to particular local conditions."
"Legislating delivery system reform: A 30,000-foot view of the 800-pound gorilla
","['Sage, WM']",HEALTH AFFAIRS,10.1377/hlthaff.26.6.1553,NOV-DEC 2007,4,"Between 1993 and today, health policy experts have reached consensus that quality assurance, cost discipline, and equitable access depend on delivering health care at times, in places, and in ways much different from those to which we are accustomed. The challenge for the next generation of health reformers is to improve coverage by improving care. This can happen only if reform legislation has a theory for success, collective social meaning, and political champions."
Hominoid lineage specific amplification of low-copy repeats on 22q11.2 (LCR22s) associated with velo-cardio-facial/digeorge syndrome,"['Babcock, M', 'Yatsenko, S', 'Hopkins, J', 'Brenton, M', 'Cao, Q', 'de Jong, P', 'Stankiewicz, P', 'Lupski, JR', 'Sikela, JM', 'Morrow, BE']",HUMAN MOLECULAR GENETICS,10.1093/hmg/ddm197,NOV 2007,17,"Segmental duplications or low-copy repeats (LCRs) constitute similar to 5% of the sequenced portion of the human genome and are associated with many human congenital anomaly disorders. The low-copy repeats on chromosome 22q11.2 ( LCR22s) mediate chromosomal rearrangements resulting in deletions, duplications and translocations. The evolutionary mechanisms leading to LCR22 formation is unknown. Four genes, USP18, BCR, GGTLA and GGT, map adjacent to the LCR22s and pseudogene copies are located within them. It has been hypothesized that gene duplication occurred during primate evolution, followed by recombination events, forming pseudogene copies. We investigated whether gene duplication could be detected in non-human hominoid species. FISH mapping was performed using probes to the four functional gene loci. There was evidence for a single copy in humans but additional copies in hominoid species. We then compared LCR22 copy number using LCR22 FISH probes. Lineage specific LCR22 variation was detected in the hominoid species supporting the hypothesis. To independently validate initial findings, real time PCR, and screening of gorilla BAC library filters were performed. This was compared to array comparative genome hybridization data available. The most striking finding was a dramatic amplification of LCR22s in the gorilla. The LCR22s localized to the telomeric or subtelomeric bands of gorilla chromosomes. The most parsimonious explanation is that the LCR22s became amplified by inter-chromosomal recombination between telomeric bands. In summary, our results are consistent with a lineage specific coupling between gene and LCR22 duplication events. The LCR22s thus serve as an important model for evolution of genome variation."
Phylogenetic diversity and the conservation biogeography of African primates,"['McGoogan, K', 'Kivell, T', 'Hutchison, M', 'Young, H', 'Blanchard, S', 'Keeth, M', 'Lehman, SM']",JOURNAL OF BIOGEOGRAPHY,10.1111/j.1365-2699.2007.01759.x,NOV 2007,11,"Aim Phylogenetics has an important role in conservation biogeography. However, there are few data on the phylogenetic diversity of African primates. The phylogenetic diversity (PD) of a species is a measure of its taxonomic distinctness and can be estimated by looking at the phylogenetic relationships among taxa. Species-specific metrics on PD can then be used to determine conservation priorities at various biogeographical scales. We used PD metrics to rank 55 African primate species according to their conservation priorities at the country level and within six African biogeographical regions. We also addressed the following question: are there differences in conservation rankings between the IUCN Red List and our PD metrics?

Location Africa.

Methods We created a consensus phylogeny for all African primate clades based on genetic studies. Analyses of species distributions were determined using presence/absence scores at two levels: country and biogeographical region. A node-based method that standardizes for widespread taxa and endemicity was used to calculate PD indices. Hierarchical cluster analysis was used to convert one of the standardized, phylogenetic indices into three clusters that could be ranked and compared with the main IUCN conservation rankings of endangered, vulnerable, and lower risk.

Results At the country and region levels, the top-priority species in terms of PD are Pan paniscus, Macaca sylvanus, Arctocebus calabarensis, Gorilla beringei, Arctocebus aureus, Allenopithecus nigroviridis, Gorilla gorilla, Procolobus verus, Cercopithecus solatus, Cercocebus galeritus, Colobus angolensis, Theropithecus gelada, Galagoides zanzibaricus, Galagoides granti, and Procolobus (Piliocolobus) badius. Geographic rankings were highest for the Democratic Republic of the Congo (country level) and Central Africa (region level). Although there were no overall differences between IUCN conservation ranks and the PD rankings, there were significant differences between the two systems for vulnerable and endangered primate taxa.

Main conclusions There are few ecological and behavioural data on populations of some of the African primates that represent the highest levels of phylogenetic diversity. Studies of primate taxa with high PD rankings should focus on identifying sites suitable for intensive studies of population densities, feeding ecology, and reproductive behaviour. We suggest that PD metrics can serve as an important, complementary data set in the IUCN ranking system for primates."
