title,authors,journal,doi,pub_date,times_cited,abstract
"
Gavialis from the Pleistocene of Thailand and Its Relevance for Drainage Connections from India to Java","['Martin, JE', 'Buffetaut, E', 'Naksri, W', 'Lauprasert, K', 'Claude, J', 'MAMMALIAN FAUNAS']",PLOS ONE,10.1371/journal.pone.0044541,SEP 18 2012,2,"Background: The genus Gavialis comprises a single living but endangered species, G. gangeticus, as well as fossil species recorded in the Miocene to Pleistocene deposits of the Indian subcontinent. The genus is also represented in the Pleistocene deposits of Java by the species G. bengawanicus, which was recently recognized to be valid. Surprisingly, no detailed report of the genus exists between these two provinces and the recent evolutionary history of Gavialis is not understood.

Methodology/Principal Findings: We report new material consisting of skull and mandibular remains of Gavialis from the Early Pleistocene of Khok Sung, Nakhon Ratchasima Province, northeastern Thailand. The Gavialis material described herein is attributed to Gavialis cf. bengawanicus and sheds new light on the occurrence of the genus in mainland SE Asia.

Conclusions/Significance: Comparison of this new material with other species referred to the genus Gavialis led us to preliminary restrict the content of the genus to three species, namely G. gangeticus Gmelin, G. bengawanicus Dubois and G. lewisi Lull. The occurrence of G. cf. bengawanicus in Thailand allows us to propose a scenario for the dispersal of Gavialis from Indo-Pakistan to Indonesia, thus bridging a geographical gap between these two provinces. Dispersal by sea appears a less likely possibility than dispersal through fluvial drainages."
Sequencing three crocodilian genomes to illuminate the evolution of archosaurs and amniotes,"['St John, JA', 'Braun, EL', 'Isberg, SR', 'Miles, LG', 'Chong, AY', 'Gongora, J', 'Dalzell, P', 'Moran, C', ""Bed'Hom, B"", 'Abzhanov, A', 'Burgess, SC', 'Cooksey, AM', 'Castoe, TA', 'Crawford, NG', 'Densmore, LD', 'Drew, JC', 'Edwards, SV', 'Faircloth, BC', 'Fujita, MK', 'Greenwold, MJ', 'Hoffmann, FG', 'Howard, JM', 'Iguchi, T', 'Janes, DE', 'Khan, SY', 'Kohno, S', 'de Koning, APJ', 'Lance, SL', 'McCarthy, FM', 'McCormack, JE', 'Merchant, ME', 'Peterson, DG', 'Pollock, DD', 'Pourmand, N', 'Raney, BJ', 'Roessler, KA', 'Sanford, JR', 'Sawyer, RH', 'Schmidt, CJ', 'Triplett, EW', 'Tuberville, TD', 'Venegas-Anaya, M', 'Howard, JT', 'Jarvis, ED', 'Guillette, LJ', 'Glenn, TC', 'Green, RE', 'Ray, DA']",GENOME BIOLOGY,10.1186/gb-2012-13-1-415,2012,52,"The International Crocodilian Genomes Working Group (ICGWG) will sequence and assemble the American alligator (Alligator mississippiensis), saltwater crocodile (Crocodylus porosus) and Indian gharial (Gavialis gangeticus) genomes. The status of these projects and our planned analyses are described."
Validation of a Multiplex PCR Assay for the Forensic Identification of Indian Crocodiles,"['Meganathan, PR', 'Dubey, B', 'Jogayya, KN', 'Haque, I', 'AUTHENTICATION']",JOURNAL OF FORENSIC SCIENCES,10.1111/j.1556-4029.2011.01812.x,SEP 2011,3,"A dependable and efficient wildlife species identification system is essential for swift dispensation of the justice linking wildlife crimes. Development of molecular techniques is befitting the need of the time. The forensic laboratories often receive highly ill-treated samples for identification purposes, and thus, validation of any novel methodology is necessary for forensic usage. We validate a novel multiplex polymerase chain reaction assay, developed at this laboratory for the forensic identification of three Indian crocodiles, Crocodylus palustris, Crocodylus porosus, and Gavialis gangeticus, following the guidelines of Scientific Working Group on DNA Analysis Methods. The multiplex PCR was tested for its specificity, reproducibility, sensitivity, and stability. This study also includes the samples treated with various chemical substances and exposed to various environmental regimes. The result of this validation study promises this technique to be an efficient identification tool for Indian crocodiles and therefore is recommended for forensic purposes."
"Gharial (Gavialis gangeticus) populations and human influences on habitat on the River Chambal, India","['Katdare, S', 'Srivathsa, A', 'Joshi, A', 'Panke, P', 'Pande, R', 'Khandal, D', 'Everard, M']",AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,10.1002/aqc.1195,JUN 2011,1,"1. The gharial, Gavialis gangeticus (Gmelin 1789), a piscivorous reptile of Asian river systems, is increasingly threatened by diverse human pressures.

2. Three survey expeditions were launched to monitor gharial populations, notable wildlife, and the activities and attitudes of local people in a 110km stretch of the Chambal River in the National Chambal Reserve (NCS), India.

3. Only 15% of gharial observed in December 2009 were in the upstream 54% of the surveyed river length. This coincides with the highest density of disturbance including water pumps, fishermen, and the highest growth in fishing activity since December 2008.

4. Although fishing is recognized as a significant threat to gharial, no strong relationship was found between numbers of gharial and fishermen. However, numbers of water pumps, indicative of the intensity of agricultural activity, had a negative relationship with gharial numbers. This relationship was strengthened by omitting the upstream (Pali to Rameshwaram) survey reach, the tourist area of the NCS, which is also potentially affected by upstream reaches.

5. The downstream 46% of surveyed river length in December 2009 supported 85% of gharial (consistent with trends in other surveys), including 91.6% of males and 81.8% of juveniles. This reach is classified as a High Population Recorded Area of high potential conservation importance, also containing better habitat quality and lower human disturbance.

6. A positive relationship was found between gharial numbers and sand habitat features. However, the Davar to Ghoonsai survey reach had low gharial numbers despite abundant sand features, perhaps due to a substantial length of the Ghoonsai sand bank having been converted or agriculture. This may have significant implications for gharial conservation. Copyright (C) 2011 John Wiley & Sons, Ltd."
CRANIAL ANATOMY AND ONTOGENY OF GAVIALIS GANGETICUS USING COMPUTERIZED AXIAL TOMOGRAPHY: IMPLICATIONS FOR GAVIALOID PHYLOGENY,"['Gold, M']",JOURNAL OF VERTEBRATE PALEONTOLOGY,NA,2011,0,NA
"Does reintroduction stabilize the population of the critically endangered gharial (Gavialis gangeticus, Gavialidae) in Chitwan National Park, Nepal?","['Ballouard, JM', 'Priol, P', 'Oison, J', 'Ciliberti, A', 'Cadi, A']",AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,10.1002/aqc.1151,NOV-DEC 2010,4,"1. Despite conservation programmes (India 1975, Nepal 1978) gharial populations (Gavialis gangeticus) have declined over their entire distribution range. Information about the current status and main threats is needed to implement effective conservation measures.

2. This study presents a survey (2003/2004) of the largest Nepalese gharial population in the Chitwan National Park that has benefited from regular re-introduction of young gharials since 1981.

3. Population size estimates fluctuate between 34 (2003) and 38 (2004). The reintroduction programme, although of limited success, has helped to maintain the gharial population.

4. Gharials bask preferentially in large sand banks, and these sites must be protected.

5. The main threats are from a dam that causes fish depletion and flushes gharials from the protected area, sand mining and grazing that destroy basking sites, fishing that causes food shortage, drift nets that kill gharial, and water pollution.

6. Improvement in the survival of reintroduced gharials is needed. Strict protection of preferred basking sites and prohibition of fishing in the main settling zones are the principal conservation measures while in the long term, education and participatory management by local people are also necessary. Copyright (C) 2010 John Wiley & Sons, Ltd."
A novel multiplex PCR assay for the identification of Indian crocodiles,"['Meganathan, PR', 'Dubey, B', 'Jogayya, KN', 'Whitaker, N', 'Haque, I', 'AUTHENTICATION']",MOLECULAR ECOLOGY RESOURCES,10.1111/j.1755-0998.2010.02834.x,JUL 2010,10,"Illegal hunting has been a major threat for the survival of wildlife fauna, including the three crocodile species that India harbours: Crocodylus palustris, Crocodylus porosus and Gavialis gangeticus. Although law prevents trade on these species, illicit hunting for trade continues to threaten the survival of these endangered species; conservation strategies therefore require a rapid molecular identification technique for Indian crocodiles. A multiplex polymerase chain reaction (PCR) assay with species-specific primers, considered as one of the most effective molecular techniques, is described herein. The primers were designed to yield species-specific sized amplicons. The assay discriminates the three Indian crocodile species unambiguously within a short time period using only simple agarose gel electrophoresis. We recommend this multiplex PCR assay to be used in the identification of Indian crocodile species."
Two complete mitochondrial genomes of Crocodylus and implications for crocodilians phylogeny,"['Feng, G', 'Wu, XB', 'Yan, P', 'Li, XQ']",AMPHIBIA-REPTILIA,NA,2010,6,"The complete mitochondrial (mt) genomes of two crocodilians: Crocodylus palustris and Crocodylus mindorensis, were sequenced in order to examine their gene and genome features. Additionally, we intended to increase the amount of molecular data suitable for phylogenetic analysis. Their gene orders conform to other crocodilians that have been sequenced, except the arrangement of two tRNA genes differ from other vertebrates, showing that the gene order of crocodilians is remarkably conserved. Phylogenetic analyses (maximum likelihood, Bayesian inference) based on the mt protein-coding genes at the nucleotide level were performed among crocodilians for which complete mt genomes were available. The results suggest that the gharial (Gavialis gangeticus) joins the false gharial (Tomistoma schlegelii) on a common branch, that constitutes a sister group to traditional Crocodylidae. In this report, Mecistops cataphractus is evidently most closely related to Osteolaemus tetraspis. They are isolated as sister taxon from the main clades in Crocodylus. Regarding Paleosuchus, it appears as sister group to Caiman within the Alligatoridae. In particular, relationships among species of Crocodylus (true crocodiles) are discussed."
Transthyretin gene (TTR) intron 1 elucidates crocodylian phylogenetic relationships,"['Willis, RE']",MOLECULAR PHYLOGENETICS AND EVOLUTION,10.1016/j.ympev.2009.09.003,DEC 2009,12,"Transthyretin (TTR) is an attractive candidate for use in phylogenetic analysis because it is a short, single-copy nuclear gene with regions that are highly conserved across evolutionarily-divergent organisms from Xenopus laevis to Homo sapiens. To explore its utility as a phylogenetic marker, the complete intron one region (789-805 bp) was sequenced in 22 crocodylian species. Detailed analyses of intron I resolved the three expected lineages, Alligatorids, Crocodylids, and Gavialids, and offered additional evidence for the utility of synapomorphic indels in elucidating higher-level phylogenetic relationships. When used in conjunction with other genetic and morphological data sets, intron 1 should be a valuable tool in the investigation of other closely related taxa. (C) 2009 Elsevier Inc. All rights reserved."
Molecular Identification of Indian Crocodile Species: PCR-RFLP Method for Forensic Authentication,"['Meganathan, PR', 'Dubey, B', 'Haque, I']",JOURNAL OF FORENSIC SCIENCES,10.1111/j.1556-4029.2009.01119.x,SEP 2009,11,"South East Asian countries are known for illegal poaching and trade of crocodiles clandestinely, to be used in skin, medicinal, and cosmetic industries. Besides crocodiles being listed in the Convention on International Trade in Endangered Species of Wild Fauna and Flora, India has its Wildlife Protection Act, 1972 for conservation of crocodile species. Hitherto, lack of any rapid and reliable technique for examinations of crocodile-based crime exhibits such as skin, bones, etc. has been a major problem for an effective promulgation of law on illegal trade. DNA-based identification of species using PCR-RFLP technique for an apt identification of all the three Indian crocodile species namely, Crocodylus porosus, Crocodylus palustris and Gavialis gangeticus is presented here. A 628 bp segment of cytochrome b gene was amplified using novel primers followed by restriction digestion with three enzymes i.e., HaeIII, MboI, and MwoI, separately and in combination. The technique has produced a species-specific pattern for identifying the three crocodile species individually, which fulfills the requirement for its forensic application. It is expected that the technique will prove handy in identification of all the three Indian crocodile species and strengthen conservation efforts."
Molecular identification of crocodile species using novel primers for forensic analysis,"['Meganathan, PR', 'Dubey, B', 'Haque, I']",CONSERVATION GENETICS,10.1007/s10592-008-9658-2,JUN 2009,9,"All crocodilians are under varying degrees of threat due to over exploitation and these species have been listed in Appendix I or II of CITES. The lack of molecular techniques for the identification of confiscated samples makes it difficult to enforce the law. Conclusive forensic identification of species requires a complete gene sequence which is difficult in case of degraded samples. We have developed two novel sets of primers to amplify two partial cytochrome b gene sequences of six crocodile species i.e. Crocodylus palustris, Crocodylus porosus, Crocodylus siamensis, Crocodylus niloticus, Gavialis gangeticus and Caiman crocodilus. These partial sequences were edited to give a complete cyt b gene sequence, which can be used as an effective tool for forensic authentication of crocodile species. A phylogeny of crocodile species was reconstructed using these sequences. The described primers hold great promise in forensic identification of crocodile species, which can aid in the effective enforcement of law and conservation of these ancient species."
"Basking site and water depth selection by gharial Gavialis gangeticus Gmelin 1789 (Crocodylia, Reptilia) in National Chambal Sanctuary, India and its implication for river conservation","['Hussain, SA']",AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,10.1002/aqc.960,MAR-APR 2009,8,"1. The species diversity of inland waters is among the most threatened of all ecosystems and in many parts of the world it is in continuing and accelerating decline. Such decline could be restrained by acknowledging the scope of target species, so that all relevant stages in their life cycle are considered.

2. The gharial Gavialis gangeticus is a prominent riverine species of the Indus, Ganges, Brahmaputra and Mahanadi river systems that is becoming increasingly rare due to reduction in water flow and available nesting beaches, modification of river morphology and increased mortality in fishing nets. Despite these threats, scientific information on habitat selection by gharial is still inadequate, which hinders conservation measures.

3. This paper presents the population status, basking site selection and water depth preferences of different size-classes of gharial based on a study conducted in the National Chambal Sanctuary, India.

4. Between 1992 and 2007 a 40% decline in the gharial population was observed in the National Chambal Sanctuary. The decline was prominent in the recruitment class (< 120 cm), which primarily comes from the nests laid in the wild, and also in sub-adults (> 180 to 270 cm) comprising both wild and reintroduced gharial.

5. Along the Chambal River, gharial preferred sandy parts of the river banks and sand bars for basking and showed less preference for rocky river banks and rocky Outcrops. Clay river banks were least preferred.

6. Juvenile gharials < 120 cm and 120-180 cm preferred water depths 1-3 m and 2-3 m, respectively. Gharial > 180 cm (including sub-adults and adults) preferred water depths > 4 m.

7. Increasing demands for sand for development activities, and water abstraction for irrigation and energy generation coupled with mortality in fishing nets, are likely to affect gharial and other aquatic species, and steps need to be taken to maintain the minimum river flow necessary to sustain ecosystem processes. Copyright (C) 2009 John Wiley & Sons, Ltd."
Cranial shape and correlated characters in crocodilian evolution,"['Sadleir, RW', 'Makovicky, PJ']",JOURNAL OF EVOLUTIONARY BIOLOGY,10.1111/j.1420-9101.2008.01602.x,NOV 2008,19,"Crocodilians show a high degree of cranial variation and convergence throughout their 80 million-year fossil record that complicates their phylogenetic reconstruction. Conflicting phylogenetic results from different data partitions and character homoplasies typify crocodilian phylogeny, and differences between molecular and morphological phylogenetic hypotheses are believed to be associated with the slender-snout skull shape of Gavialis gangeticus and Tomistoma schlegelii. Slender-snout skulls are one of five identified eusuchian cranial ecomorph shape categories (ESCs) thought to reflect functional or ecological specialization. This paper tested the effect of transitions among general, blunt and slender ESCs on cranial character-state distributions in phylogeny using the concentrated changes test. In addition, 'tree-free' character compatibility analysis of character independence was conducted on the morphological character matrix to determine if character correlations are observed independent of specific tree topologies. Results suggest cranial ESCs do affect cranial character-state gains in phylogeny. Concentrated changes identify a broad suite of character-state changes that significantly correlate with transitions to slender, general and blunt ESCs on morphological, molecular and combined-data tree topologies, but numbers of correlated characters for each category differ according to topology. Character compatibility analysis results do not mirror the concentrated changes test results and reflect hierarchically distributed support throughout the data. As cranial ESCs affect character-state transitions, it is possible that nonphylogenetic variables could affect inferences of crocodilian phylogeny by affecting cranial morphology."
