title,authors,journal,doi,pub_date,times_cited,abstract
Migrations and sojourn in Africa of Egyptian vultures (Neophron percnopterus) tracked by satellite,"['Meyburg, BU', 'Gallardo, M', 'Meyburg, C', 'Dimitrova, E']",JOURNAL OF ORNITHOLOGY,10.1007/s10336-004-0037-6,OCT 2004,28,"By means of satellite telemetry, the migrations of three young Egyptian vultures (Neophron percnopterus) from France and Bulgaria were studied and data obtained (over 4,300 Argos locations) to describe movement patterns, timing of migration, routes followed, speed of flight and ranging behaviour in Africa. Two French vultures migrated at almost the same time and, after travelling ca. 3,570 km, remained in the Sahelian zone, in southern Mauritania. The Bulgarian bird, after travelling 5,340 km, ended in south-east Chad, in the Sudano-Sahelian zone. It was possible to determine two remarkably long daily flight distances of this bird of over 500 km on two successive days (1,017 km in total) when crossing the Sahara. In January and February, the Bulgarian bird wandered extensively over 2,600 km, even as far as north-east Nigeria. Both French vultures remained in their home ranges in Mauritania once they had adopted them, which extended to 69,000 km(2) and 50,000 km(2)p, respectively. One continuously-tracked vulture from France first left its African home range when 3 years old (probably in its fourth plumage type)."
Current status and distribution of birds of prey in the Canary Islands,"['Palacios, CJ']",BIRD CONSERVATION INTERNATIONAL,10.1017/S0959270904000255,SEP 2004,8,"I analyse recent trends in the status and distribution of breeding birds of prey in the Canary Islands (Spain). Populations of Barbary Falcon Falco peregrinus pelegrinoides, Eleonora's Falcon Falco eleonorae, Sparrowhawk Accipiter nisus granti, Buzzard Buteo buteo insularum and Osprey Pandion haliaetus recovered throughout the 1990s. Egyptian Vulture Neophron percnopterus majorensis continues to be seriously threatened, with a total population of only around 130 birds. There is a lack of information on status of nocturnal birds of prey, especially of the Canary subspecies of Barn Owl Tyto alba gracilirostris, whose numbers seem to have decreased. Genetic studies should be carried out to clarify the taxonomic status of the birds of prey of the Canary Islands."
"Organization and variation of the mitochondrial control region in two vulture species, Gypaetus barbatus and Neophron percnopterus
","['Roques, S', 'Godoy, JA', 'Negro, JJ', 'Hiraldo, F']",JOURNAL OF HEREDITY,10.1093/jhered/esh047,JUL 2004,14,"We report the first entire mitochondrial DNA (mtDNA) control region sequences in two endangered vulture species, the bearded vulture (Gypaetus barbatus) and the Egyptian vulture (Neophron percnopterus). Results showed that the general organization of vulture control regions was very similar to other birds, with three distinct domains: a left variable domain (DI), a central conserved one (DII) including the F, E, D, and C boxes, and a right domain (DIII) containing the CSB1 sequence. However, due to the presence of long tandem repeats, vulture control regions differed from other avian control regions both in size and nucleotide composition. The Egyptian vulture control region was found to be the largest sequenced so far (2031 bp), due to the simultaneous presence of repeats in both DI (80 bp) and DIII (77 bp). Low variation was found in vulture control regions, particularly in G. barbatus, as the probable result of populations declines in the last few centuries."
Molecular phylogeny and biogeography of Honey-buzzards (genera Pernis and Henicopernis),"['Gamauf, A', 'Haring, E']",JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,10.1111/j.1439-0469.2004.00250.x,MAY 2004,16,"A partial sequence of the cytb gene (382 bp) was amplified and sequenced from 35 individuals (mainly museum specimens) of the genus Pernis representing all valid taxa (10) and two taxa (P. p. gurneyi, P. p. japonicus) with questionable validity as well as representatives of the Old World Perninae, namely Henicopernis and Aviceda, to assess their relationships to the genus Pernis. Furthermore, Gypaetus barbatus, Neophron percnopterus, and Buteo buteo were included as outgroup taxa. In the trees derived from the sequence data, Aviceda represents the sister group of the genus Pernis. The genus Henicopernis and the Old World vultures Gypaetus andNeophron appear rather distantly related to Pernis. Within the genus Pernis, two of the described species (Pernis apivorus, Pernis ptilorhyncus) form monophyletic groups, whereas the relationships of the two clades representing three subspecies of Pernis celebensis are still uncertain. Although this study is based on comparatively short DNA-sections, the trees deduced from these sequences can be considered as a first approach for inferring the phylogenetic relationships of the genus Pernis and related genera and for addressing questions concerning the evolutionary history, biogeography, and systematics of this group."
Levels of polychlorinated biphenyls and organochlorine pesticides in serum samples of Egyptian Vulture (Neophron percnopterus) from Spain,"['Gomara, B', 'Ramos, L', 'Gangoso, L', 'Donazar, JA', 'Gonzalez, MJ']",CHEMOSPHERE,10.1016/j.chemosphere.2003.11.034,APR 2004,15,"Concentrations of 23 polychlorinated biphenyls (PCBs), p,p'-DDT and two of its metabolites, p,p'-DDE and p,p'-TDE have been measured in serum samples of up to 1 ml of Egyptian Vulture (Neophron percnopterus) gathered from five populations in Spain. SigmaPCB concentrations were found to be in the range 3.2-97 ng/ml, while those of SigmaDDTs ranged from 0.93 to 38 ng/ml. p,p'-DDT/p,p'-DDE ratios higher than one were only found in the Segovia population, which could be an indication of recent use of p,p'-DDT in the area. In all cases, PCB profiles were dominated by congeners 52, 132 + 105, 138, 153 and 180. However, some differences among the five populations studied became evident when their profiles were compared with those of technical PCB mixtures by principal components analysis. The DDT and PCB levels detected in the serums analysed were lower than those previously reported for similar avian species and those reported to have deleterious effects on survival or reproduction of birds. (C) 2003 Elsevier Ltd. All rights reserved."
"Factors influencing the distribution, abundance and nest-site selection of an endangered Egyptian vulture (Neophron percnopterus) population in Sicily","['Sara, M', 'Di Vittori, M']",ANIMAL CONSERVATION,10.1017/S1367943003003391,NOV 2003,21,"The Egyptian vulture (Neophron percnopterus) breeds in Sicily and, in 22 years of monitoring, has shown a decline followed by a slight recovery. We used Generalised Linear Models to predict: (1) the distribution range, (2) the habitat selection within the range, (3) the quality (i.e., occupation rate, breeding success) of breeding sites. Some 60% of Sicily proved to be unsuitable, being either too densely forested and without cliffs for nesting, or too densely populated, along with intensive agriculture. The models converged, indicating that the pairs select a precise upland habitat where low cliffs, distant from urban areas, are surrounded by arboreal crops and Mediterranean vegetation. The variables predicting the quality of a site are also related to human disturbance, including the distance from a road or the presence of heavy traffic. Natural restocking, in the last 3 years, is occurring in quiet sites and in proximity to extensive grazing land rich in sheep and goat herds. These results focused on short-term programmes for local management of the species aimed at protracting the natural restocking: namely, the activation of (1) a stable system of artificial feeding stations, (2) nest site protection with joint activities for increasing public awareness, (3) a reintroduction project, by hacking, of juveniles born in captivity in Italian and European breeding centres."
Dynamics and temporal variation in age structure at a communal roost of Egyptian Vultures (Neophron percnopterus) in northeastern Spain,"['Margalida, A', 'Boudet, J']",JOURNAL OF RAPTOR RESEARCH,NA,SEP 2003,5,NA
Genetically distinct island populations of the Egyptian vulture (Neophron percnopterus),"['Kretzmann, MB', 'Capote, N', 'Gautschi, B', 'Godoy, JA', 'Donazar, JA', 'Negro, JJ']",CONSERVATION GENETICS,10.1023/B:COGE.0000006123.67128.86,2003,18,"The Egyptian vulture (Neophron percnopterus) is a species in decline throughout Europe, with the largest remaining breeding populations found in northern Spain. Iberian Peninsula populations of this species (about 1000 pairs) migrate to Africa in winter, while small populations in both the Canary and Balearic Islands (less than 40 pairs in each case) are apparently sedentary. We found that Egyptian vultures from both of these island groups were significantly differentiated from Iberian Peninsula populations (R-ST = 0.065-0.129, p = 0.000-0.007), using nine microsatellite loci isolated in a related species, the bearded vulture. The greatest degree of genetic differentiation was observed between the two island groups (R-ST = 0.279, p = 0.000). These island populations were more distinct from mainland groups than was a small sample of a well-defined separate subspecies from India (N. p. ginginianus; R-ST = 0.083-0.091, p = 0.023-0.024). This implies that these two island populations have been isolated from peninsular populations for many generations, despite the long-distance migration capabilities of the species. In constrast, populations within the Peninsula were not differentiated from one another at these microsatellite loci (R-ST = -0.004-0.007, p = 0.442-0.675). Introductions of Egyptian vultures from the larger northern breeding groups might therefore be appropriate in southern Spain, if necessary, but mainland birds should not be introduced to the islands if the genetic distinctiveness of these groups is to be preserved. Independent conservation plans are urgently required to protect these two island populations from extinction."
Conservation status and limiting factors in the endangered population of Egyptian vulture (Neophron percnopterus) in the Canary Islands,"['Donazar, JA', 'Palacios, CJ', 'Gangoso, L', 'Ceballos, O', 'Gonzalez, MJ', 'Hiraldo, F']",BIOLOGICAL CONSERVATION,10.1016/S0006-3207(02)00049-6,SEP 2002,57,"Egyptian vulture populations have decreased sharply in the Western Palearctic: island populations are almost extinct in the Mediterranean and the Macaronesian regions. In the Canary archipelago, the species only survives in the islands of Fuerteventura and Lanzarote. During 1998-2001 we examined population parameters and evaluated some potential limiting factors for this isolated and sedentary population. The total population (breeding and non-breeding birds) was monitored annually. In addition, 26 fledglings and 33 immatures (< 6 years old) and adult birds were captured for individual marking with plastic rings. Twenty-three/twenty-four occupied territories were located in the island and the total population estimated at around 130 birds. Breeding success was lower than recorded elsewhere in the species' distribution area: only 0.43 fledglings/pair/year were produced. Adult (> 6 years old birds) and immature annual survival rates were similar, around 90%. Adult Survival was lower than expected as territorial birds seem more susceptible to poisoning. Immature survival could be favoured by the existence of regular feeding places. Casualties from power lines was the main cause of mortality (12 cases during the study period). Blood sampling revealed high frequencies of lead poisoning: 13.5 and 2.7% of individuals showed sub-clinical and clinical intoxication levels, respectively, probably caused by the ingestion of lead shot. Priority conservation measures should be directed to reduce electrocution risks, illegal poisoning, arid lead contamination. Population reinforcement with birds coining from other populations is not recommended as previous information reveals morphological and genetic differentiation of Canarian Egyptian vultures compared with continental populations. (C) 2002 Elsevier Science Ltd. All rights reserved."
Endangered Egyptian Vulture (Neophron percnopterus) entangled in a power line ground-wire stabilizer,"['Gangoso, L', 'Palacios, CJ']",JOURNAL OF RAPTOR RESEARCH,NA,SEP 2002,0,NA
Coprophagy: An unusual source of essential carotenoids - A yellow-faced vulture includes ungulate faeces in its diet for cosmetic purposes.,"['Negro, JJ', 'Grande, JM', 'Tella, JL', 'Garrido, J', 'Hornero, D', 'Donazar, JA', 'Sanchez-Zapata, JA', 'Benitez, JR', 'Barcell, M']",NATURE,10.1038/416807a,APR 25 2002,41,NA
Description of a new subspecies of the Egyptian Vulture (Accipitridae : Neophron percnopterus) from the Canary Islands,"['Donazar, JA', 'Negro, JJ', 'Palacios, CJ', 'Gangoso, L', 'Godoy, JA', 'Ceballos, O', 'Hiraldo, FN', 'Capote, N']",JOURNAL OF RAPTOR RESEARCH,NA,MAR 2002,14,"On the basis of four study skins from museum collections and 37 live birds from the island of Fuerteventura, we describe a new subspecies of the Egyptian Vulture (Neophron percnopterus majorensis) from the Canary archipelago. Canarian Egyptian Vultures are significantly larger than Western European and North African individuals. In addition, some genetic differentiation may exist; analyses of the mitochondrial DNA control region revealed that there are haplotypes exclusive to the Canary Islands. The current population of Egyptian Vultures in the Canary Islands is 25-30 breeding pairs restricted to the islands of Fuerteventura and Lanzarote, and this subspecies is therefore endangered."
Allozyme variation in four populations of African whitebacked vultures (Gyps africanus) and phylogenetic relationships between four vulture species from southern Africa,"['van Wyk, E', 'van der Bank, H', 'Verdoorn, GH']",BIOCHEMICAL SYSTEMATICS AND ECOLOGY,10.1016/S0305-1978(00)00084-3,MAY 2001,7,"Genetic variation detected by protein electrophoresis at 41 presumptive gene loci was assayed in four populations of Gyps africanus irs and compared to values previously obtained for Gyps coprotheres. Values calculated for percentage of polymorphic loci (P = 34.15%. 0.99 criterion) and average heterozygosity (H=0.108, +/- 0.032) in G. africanus, confirm low levels of genetic variation as reported for G. coprotheres. Allele frequency data, assessed at 19 loci, were obtained to evaluate generic differentiation among four vulture species. Six (31.58%) of the 19 shared loci were polymorphic. Values of 1.26 ( +/- 0.1), 26.32% and 0.076 (+/- 0.047) for G. africanus, 1.21 ( +/- 0.1). 21.05% and 0.097 ( +/- 0.045) for Torgos tracheliotus. 1.11 ( +/- 0,7), 21.05% and 0.053 ( +/- 0.053) for Neophron percnopterus and 1.05 (+/- 0.5), 5.26% and 0.044 (+/-0.047) for G. coprotheres were obtained for the mean number of alleles per locus, P and H, respectively. An average between-population fixation index (F-ST) value of 0.322 was obtained, which is indicative of significant (P<0.01) differentiation between the four accipitrid species studied. Considerable concordance was obtained between dendograms produced From different analyses, pointing to the distinctiveness of N. percnopterus, which has evolved along a separate lineage as G. africanus. G. coprotheres and T. tracheliotus. Along the latter lineage G. africanus is clustered together with G. copotheres which is consistent with the morphological similarities of these. species. <(c)> 2001 Elsevier Science Ltd. All rights reserved."
Isolation and characterization of microsatellite loci in the bearded vulture (Gypaetus barbatus) and cross-amplification in three Old World vulture species,"['Gautschi, B', 'Tenzer, I', 'Muller, JP', 'Schmid, B']",MOLECULAR ECOLOGY,10.1046/j.1365-294X.2000.105321.x,DEC 2000,118,NA
Decline of the Egyptian Vulture (Neophron percnopterus) in the Canary Islands,"['Palacios, CJ', 'Valencia, C']",JOURNAL OF RAPTOR RESEARCH,NA,MAR 2000,6,NA
"Supplemental feeding regimes for Egyptian vultures in the Negev Desert, Israel","['Meretsky, VJ', 'Mannan, RW']",JOURNAL OF WILDLIFE MANAGEMENT,10.2307/3802491,JAN 1999,15,"Supplemental feeding is increasingly used to support vulture populations threatened by declining food resources. As the practice moves from a stopgap procedure to a management technique, information is needed on the effects of variations in feeding regime on vulture behavior. We provided food to Egyptian vultures (Neophron percnopterus) in the Negev Desert, Israel, under 2 regimes. A regular feeding station (RFS) was stocked daily with 5-10 kg of chicken carcasses, and an irregular feeding station (IFS) was stocked approximately twice monthly with 20-350 kg of livestock carcasses. At the RFS, numbers peaked at 20-30 birds; flock size at the IFS peaked at 30-40 birds. Adults feeding on chickens could dominate individual carcasses and fed in higher proportions than younger birds. Large carcasses and scattered scraps at the IFS could not be defended by individuals, and adults did not feed preferentially Small, daily food deliveries favored adults and resulted in higher proportions of flocks feeding. Large, infrequent deliveries did not favor any age class; however, infrequent food deliveries may not provide sufficiently regular food for adults feeding young. Smaller competing scavengers at the RFS did not exclude Egyptian vultures from food. At the IFS, large mammals briefly excluded vultures but often improved access to food by tearing open carcasses. Eurasian griffons (Gyps fulvus) at the IFS excluded Egyptian vultures and consumed most of the available food. Eurasian griffons did not feed. on chicken carcasses; hence, small carcasses can be used to feed small vulture species preferentially when species that specialize on large carcasses are also present."
Effects of age and captivity on plasma chemistry values of the Egyptian Vulture,"['Dobado-Berrios, PM', 'Tella, JL', 'Ceballos, O', 'Donazar, JA']",CONDOR,10.2307/1369754,NOV 1998,33,"Despite the interest in blood chemistry for studying ecological and pathological characteristics of birds, sources of variability such as age and captivity are poorly understood, and reference values usually are obtained from adult captive birds. We determined 15 plasma chemical variables for 164 free-living Egyptian Vultures (Neophron percnopterus) of three age groups (nestlings, subadults, and adults), and for 9 captive adults. Free-living subadults and adults exhibited identical plasma chemistry values. Nestlings had significantly higher levels of creatinine, urate, urea, triglycerides, calcium, phosphorus, and alkaline phosphatase (AP) than both free-living subadults and adults, but lower values of glucose and aspartate aminotransferase (AST). Captive adults had significantly higher levels of total protein, albumin, creatinine, urate, cholesterol, calcium, phosphorus, and AST than free-living adults, which we attribute to differences in diet quality and physical activity. We conclude that future studies should consider age as a major source of variability in avian plasma chemistry, and that results obtained from captivity should be used cautiously to interpret plasma chemistry in the study and rehabilitation of wild birds."
