title,authors,journal,doi,pub_date,times_cited,abstract
Life in the Lizard Slow Lane: Gila Monsters Have Low Rates of Energy Use and Water Flux,"['Gienger, CM', 'Tracy, CR', 'Nagy, KA']",COPEIA,10.1643/CP-13-086,SEP 2014,1,"Field metabolic rates (FMR) and water influx rates (WIR) were measured in Gila Monsters (Heloderma suspectum) in the Mojave Desert of southern Nevada. Gila Monsters had rates of energy use that were less than half of those expected for lizards of their size, including species that live in arid habitats. Free-living Gila Monsters also had comparatively low water flux rates. The annual energy requirements of adult Gila Monsters averaged approximately 3,766 kJ, with two-thirds of the total (2,533 kJ) allocated to activity while above ground, and one-third to resting metabolism (1,233 kJ; mostly while below ground). Unusually low rates of resting metabolism caused relative costs of activity to be high: compared to other lizards, Gila Monsters have among the highest proportional use of energy for activity, relative to total energy use. The average annual water expenditure of adults was approximately 775 mL, and lizards achieved positive mass balance by drinking rain water during the late summer monsoon season. Drinking may be critical in meeting annual water requirements. FMR and WIR differed between seasons but were both highest in early summer (mid-May through June), coinciding with the peak of foraging and breeding activities. Levels of above-ground activity significantly influenced both FMR and WIR, whereas body temperature while burrowed influenced only WIR, and body mass (over the range of 270 to 420 g) did not significantly influence either whole-animal FMR or WIR."
"Sex Chromosomes and Karyotype of the (Nearly) Mythical Creature, the Gila Monster, Heloderma suspectum (Squamata: Helodermatidae)","['Pokorna, MJ', 'Rovatsos, M', 'Kratochvil, L']",PLOS ONE,10.1371/journal.pone.0104716,AUG 13 2014,6,"A wide variety of sex determination systems exist among squamate reptiles. They can therefore serve as an important model for studies of evolutionary transitions among particular sex determination systems. However, we still have only a limited knowledge of sex determination in certain important lineages of squamates. In this respect, one of the most understudied groups is the family Helodermatidae (Anguimorpha) encompassing the only two venomous species of lizards which are potentially lethal to human beings. We uncovered homomorphic ZZ/ZW sex chromosomes in the Gila monster (Heloderma suspectum) with a highly heterochromatic W chromosome. The sex chromosomes are morphologically similar to the ZZ/ZW sex chromosomes of monitor lizards (Varanidae). If the sex chromosomes of helodermatids and varanids are homologous, female heterogamety may be ancestral for the whole Anguimorpha group. Moreover, we found that the karyotype of the Gila monster consists of 2n = 36 chromosomes (14 larger metacentric chromosomes and 22 acrocentric microchromosomes). 2n = 36 is the widely distributed chromosomal number among squamates. In his pioneering works representing the only previous cytogenetic examination of the family Helodermatidae, Matthey reported the karyotype as 2n = 38 and suggested a different chromosomal morphology for this species. We believe that this was probably erroneously. We also discovered a strong accumulation of telomeric sequences on several pairs of microchromosomes in the Gila monster, which is a trait documented relatively rarely in vertebrates. These new data fill an important gap in our understanding of the sex determination and karyotype evolution of squamates."
"Sex chromosomes and karyotype of the (nearly) mythical creature, the Gila monster, Heloderma suspectum (Squamata: Helodermatidae).","['Johnson Pokorna, Martina', 'Rovatsos, Michail', 'Kratochvil, Lukas']",PloS one,10.1371/journal.pone.0104716,2014,0,"A wide variety of sex determination systems exist among squamate reptiles. They can therefore serve as an important model for studies of evolutionary transitions among particular sex determination systems. However, we still have only a limited knowledge of sex determination in certain important lineages of squamates. In this respect, one of the most understudied groups is the family Helodermatidae (Anguimorpha) encompassing the only two venomous species of lizards which are potentially lethal to human beings. We uncovered homomorphic ZZ/ZW sex chromosomes in the Gila monster (Heloderma suspectum) with a highly heterochromatic W chromosome. The sex chromosomes are morphologically similar to the ZZ/ZW sex chromosomes of monitor lizards (Varanidae). If the sex chromosomes of helodermatids and varanids are homologous, female heterogamety may be ancestral for the whole Anguimorpha group. Moreover, we found that the karyotype of the Gila monster consists of 2n = 36 chromosomes (14 larger metacentric chromosomes and 22 acrocentric microchromosomes). 2n = 36 is the widely distributed chromosomal number among squamates. In his pioneering works representing the only previous cytogenetic examination of the family Helodermatidae, Matthey reported the karyotype as 2n = 38 and suggested a different chromosomal morphology for this species. We believe that this was probably erroneously. We also discovered a strong accumulation of telomeric sequences on several pairs of microchromosomes in the Gila monster, which is a trait documented relatively rarely in vertebrates. These new data fill an important gap in our understanding of the sex determination and karyotype evolution of squamates."
"Exploring the energetics of foraging behavior in Gila monsters, Heloderma suspectum
","['Wright, CW', 'Moeller, KT', 'Holden, C', 'Demare, G', 'Denardo, DF']",INTEGRATIVE AND COMPARATIVE BIOLOGY,NA,2014,0,NA
Dehydration and Drinking Behavior of the Marine File Snake Acrochordus granulatus,"['Lillywhite, HB', 'Heatwole, H', 'Sheehy, CM']",PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY,10.1086/673375,JAN 1 2014,3,"Dehydration and drinking behaviors were investigated in the little file snake (Acrochordus granulatus) collected from marine populations in the Philippines and in Australia. File snakes dehydrate in seawater and do not drink seawater when dehydrated in air and offered seawater to drink. Dehydrated file snakes drink freshwater, and the threshold of dehydration for first drinking response is a deficit of -7.4% +/- 2.73% (mean +/- SD) of original body mass. The thirst mechanism in this species is more sensitive than that recently studied in sea snakes. The volume of water ingested increases with increasing dehydration. Mean plasma osmolality was 278.89 +/- 33.17 mMol/kg, mean hematocrit was 59% +/- 5.45%, and both decreased in snakes that drank freshwater following acclimation in seawater. Snakes always drank freshwater at the water''s surface, testing water with tongue flicks between each swallowing of water. Some snakes ingested large volumes of freshwater, approaching 50% of body mass. Visual observations and measurements of osmolality in plasma and stomach fluids suggest that water is taken up from the gut and dilutes body fluids slowly over the course of 48 h or longer. Eighty percent of snakes that were collected during the dry season (following >4 mo of drought) in Australia drank freshwater immediately following their capture, indicating that snakes were dehydrated in their marine environment even when known to have been feeding at the time. Snakes kept in seawater maintained a higher state of body condition when freshwater was periodically available. These results support a growing conclusion that diverse taxa of marine snakes require environmental sources of freshwater to maintain water balance, contrary to earlier belief. Identifying the freshwater requirements of secondarily marine vertebrates is important for better understanding how they maintain water balance in marine habitats, especially with respect to conservation in changing environments."
"Characterization of STR/microsatellite primers for the Gila monster, Heloderma suspectum screened from paired-end Illumina shotgun sequencing","['Hess, MR', 'Edwards, T', 'Edmunds, DA', 'Bonine, KE']",CONSERVATION GENETICS RESOURCES,10.1007/s12686-013-9971-z,DEC 2013,0,"We used Illumina paired-end shotgun sequencing to characterize microsatellite loci in Heloderma suspectum. We identified over 124,000 potentially amplifiable loci and describe PCR primers for 18 variable tri- and tetra-nucleotide STRs. The observed number of alleles per locus ranged from 5 to 16 and heterozygosity varied from 0.64 to 0.92. In addition 13 of these loci cross-amplified in the beaded lizard, Heloderma horridum. This method of microsatellite identification proved extremely efficient and cost effective. This novel marker set can be used by researchers to better understand these elusive species."
Pancreatic safety of GLP-1-based therapeutic agents: further insights from rodent studies?,"['Holst, JJ']",DIABETOLOGIA,10.1007/s00125-013-2984-z,SEP 2013,3,NA
Connectivity maps for biosimilar drug discovery in venoms: The case of Gila Monster Venom and the anti-diabetes drug Byetta (R),"['Aramadhaka, LR', 'Prorock, A', 'Dragulev, B', 'Bao, YD', 'Fox, JW']",TOXICON,10.1016/j.toxicon.2013.03.018,JUL 2013,6,"Like most natural product libraries animal venoms have long been recognized as Potentially rich source of biologically active molecules with the potential to be mined for the discovery of drugs, drug leads and/or biosimilars. In this work we demonstrate as a proof of concept a novel approach to explore venoms for potential biosimilarity to other drugs based on their ability to alter the transcriptomes of test cell lines followed by informatic searches and Connectivity Mapping to match the action of the venom on the cell gene expression to that of other drugs in the Connectivity Map (C-Map) database. As our test animal venom we chose Heloderma suspectum venom (Gila monster) since exendin-4, a glucagon-like peptide 1 receptor agonist, isolated from the venom is currently on the market to treat type 2 diabetes. The action of Byetta (R) (exentide, synthetic exendin-4), was also used in transcriptome studies. Analysis of transcriptomes from cells treated with the venom or the drug showed similarities as well as differences. The former case was primarily attributed to the fact that Gila monster venom likely contains a variety of biologically active molecules that could alter the MCF7 cell transcriptome compared to that of the single perturbant Byetta (R). Using Ingenuity Pathway Analysis software, insulin-like growth factor 1 signaling was identified in the category of ""Top Canonical Pathways"" for both the venom and Byetta (R). In the category of ""Top Molecules"" up-regulated, both venom and Byetta (R) shared IL-8, cyclic AMP-dependent transcription factor 3 (ATF-3), neuron-derived orphan receptor 1 (NR4A3), dexamethasone-induced Ras-related protein 1 (RASD1) and early growth response protein 1, (EGR-1) all with potential relevance in diabetes. Using Connectivity Mapping, Gila monster venom showed positive correlation with 1732 instances and negative correlation with 793 instances in the Connectivity database whereas Byetta (R) showed positive correlation with 1692 instances and negative correlation with 868 instances. Interestingly, the Gila monster venom and Byetta (R) both showed positive correlation with the anti-diabetic drugs troglitazone, of the thiazolidinedione class, and metformin, of the biguanide class, although Byetta (R) as a glucagon-like peptide-1 (GLP-1) agonist functions in a different manner than either of these two classes of anti-diabetic drugs. In summary, despite the fact that Gila monster venom contains a mixture of biologically active molecules, similarities in terms of perturbation of gene expression profiles on MCF7 cells were observed between the venom and the drug Byetta (R). Furthermore, using Connectivity Mapping the Gila monster venom was demonstrated to have nodes of positive correlation to several anti-diabetic drugs two of which were the same as observed with Byetta. Therefore, this study suggests that by using this approach novel drug activities heretofore unconsidered may be discovered in venoms using informatic tools and Connectivity Mapping. (C) 2013 Elsevier Ltd. All rights reserved."
"NEST-GUARDING BY FEMALE AGASSIZ'S DESERT TORTOISE (GOPHERUS AGASSIZII) AT A WIND-ENERGY FACILITY NEAR PALM SPRINGS, CALIFORNIA","['Agha, M', 'Lovich, JE', 'Ennen, JR', 'Wilcox, E']",SOUTHWESTERN NATURALIST,10.1894/0038-4909-58.2.254,JUN 2013,5,"We observed behavior consistent with nest-guarding in Agassiz's desert tortoise (Gopherus agassizii) at two nests in a large wind-energy-generation facility near Palm Springs, California, locally known as the Mesa Wind Farm. As researchers approached the nests, female desert tortoises moved to the entrance of their burrows and positioned themselves sideways, directly over their nests. One female stretched her limbs outward and wedged herself into the burrow (her plastron directly above the nest). Guarding of nests is rarely observed in Agassiz's desert tortoise but can occur as a result of attempted predation on eggs by Gila monsters (Heloderma suspectum) or in direct response to the perceived threat posed by researchers. This is the first report of nest-guarding for G. agassizii in the Sonoran Desert ecosystem of California."
The effect of hydration state and energy balance on innate immunity of a desert reptile,"['Moeller, KT', 'Butler, MW', 'DeNardo, DF']",FRONTIERS IN ZOOLOGY,10.1186/1742-9994-10-23,MAY 4 2013,3,"Introduction: Immune function is a vital physiological process that is often suppressed during times of resource scarcity due to investments in other physiological systems. While energy is the typical currency that has been examined in such trade-offs, limitations of other resources may similarly lead to trade-offs that affect immune function. Specifically, water is a critical resource with profound implications for organismal ecology, yet its availability can fluctuate at local, regional, and even global levels. Despite this, the effect of osmotic state on immune function has received little attention.

Results: Using agglutination and lysis assays as measures of an organism's plasma concentration of natural antibodies and capacity for foreign cell destruction, respectively, we tested the independent effects of osmotic state, digestive state, and energy balance on innate immune function in free-ranging and laboratory populations of the Gila monster, Heloderma suspectum. This desert-dwelling lizard experiences dehydration and energy resource fluctuations on a seasonal basis. Dehydration was expected to decrease innate immune function, yet we found that dehydration increased lysis and agglutination abilities in both lab and field studies, a relationship that was not simply an effect of an increased concentration of immune molecules. Laboratory-based differences in digestive state were not associated with lysis or agglutination metrics, although in our field population, a loss of fat stores was correlated with an increase in lysis.

Conclusions: Depending on the life history of an organism, osmotic state may have a greater influence on immune function than energy availability. Thus, consideration of osmotic state as a factor influencing immune function will likely improve our understanding of ecoimmunology and the disease dynamics of a wide range of species."
"Meal consumption is ineffective at maintaining or correcting water balance in a desert lizard, Heloderma suspectum
","['Wright, CD', 'Jackson, ML', 'DeNardo, DF']",JOURNAL OF EXPERIMENTAL BIOLOGY,10.1242/jeb.080895,APR 2013,8,"Many xeric organisms maintain water balance by relying on dietary and metabolic water rather than free water, even when free water may be available. For such organisms, hydric state may influence foraging decisions, since meal consumption is meeting both energy and water demands. To understand foraging decisions it is vital to understand the role of dietary water in maintaining water balance. We investigated whether meal consumption was sufficient to maintain water balance in captive Gila monsters (Heloderma suspectum) at varying levels of dehydration. Gila monsters could not maintain water balance over long time scales through meal consumption alone. Animals fed a single meal took no longer to dehydrate than controls when both groups were deprived of free water. Additionally, meal consumption imparts an acute short-term hydric cost regardless of hydration state. Meal consumption typically resulted in a significant elevation in osmolality at 6 h post-feeding, and plasma osmolality never fell below pre-feeding levels despite high water content (similar to 70%) of meals. These results failed to support our hypothesis that dietary water is valuable to Gila monsters during seasonal drought. When considered in conjunction with previous research, these results demonstrate that Gila monsters, unlike many xeric species, are heavily reliant on seasonal rainfall and the resulting free-standing water to maintain water balance."
